text,top_class,hate_speech,offensive_language,neither
The pink,neither,0.038146634713421924,0.30617591835120866,0.6556774469353696
noooooooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PepeHands,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
tac smg,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
so stupid,neither,0.31820391790748,0.16922342540594715,0.5125726566865729
Bouncer,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hmm this is kinda weird,neither,0.04646019528311214,0.329314258724134,0.6242255459927538
tim is in your game,neither,0.08632385095276542,0.272810539453154,0.6408656095940806
It's gonna be the drum gun smh,neither,0.047407938832208944,0.35409811078997894,0.5984939503778122
i cant vote,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
those fking season 5 bots choose drum gun,neither,0.05252244406277294,0.2886241573716043,0.6588533985656229
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
omg😅😅😅,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
My game wont let us in,neither,0.038180661491069294,0.39340609565034973,0.5684132428585811
cirD cirD,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Drum guns starting to brewk,neither,0.0450083860252438,0.32711289972682794,0.6278787142479283
mines not working,neither,0.03811633460960335,0.33539946587987135,0.6264841995105254
I miss bounce pads man,neither,0.03414311796022236,0.38196733094437835,0.5838895510953994
Jump pad,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
noooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Drunmmmm gunnnn,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NOOOOO,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
i would 100% be voting bounce pads,neither,0.03931833100422563,0.329246641768895,0.6314350272268793
