text,top_class,hate_speech,offensive_language,neither
Pogey Clap,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
tatW [Twitter Live Feed] tatPretty last full stream before vegas/LA https://t.co/d7TqjilDGJ yur https://twitter.com/timthetatman/status/1149330436209991680 tatKevinH,neither,0.04667943999804215,0.45033145530675867,0.5029891046951992
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Wooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PepegaShake,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Clap2 PepegaShake Clap Clap2 PepegaShake Clap Clap2 PepegaShake Clap,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
blobDance pepeD ppHop blobDance pepeD ppHop,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog quackPog,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
thanks @wipz,neither,0.035884468650613,0.3004919205142699,0.6636236108351171
PepegaShake PepePls pepeD blobDance,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Im gonna play some dota underlords if anyone wants to join :),neither,0.024751659216699508,0.4315426384645184,0.5437057023187821
PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"""LATE! as usual"" chat what movie is that from",neither,0.04658262077535859,0.3387697926217917,0.6146475866028497
Song SLAPS,neither,0.038986740485419176,0.33829326667760806,0.6227199928369729
@honam !late,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Tims stream,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"Tim's official Discord server, discord.gg/timthetatman (To connect your Twitch account and receive sub perks visit the #read-me text channel which displays easy instructions).",neither,0.04568393355620513,0.3509437538178714,0.6033723126259235
this song BANGS,neither,0.03892495451551574,0.33934193583540156,0.6217331096490827
"Alright bye plebs, going into localsub",neither,0.037922148587392214,0.35636216955058253,0.6057156818620252
I was here pog,neither,0.16237291887918595,0.2531150994017352,0.5845119817190788
PogU HYPERCLAP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Pogey,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@honamSUN Pog,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@honamSUN POGGERS <3,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
song is a bop,neither,0.04711149239412378,0.3349792467473561,0.6179092608585202
@pluxee Tim coming in clutch rn LULW,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
pepeJAM,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@honamSUN WoweeHi HYPERCLAP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance PepegaShake PepePls pepeD blobDance,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@feephi thats from tims stream,neither,0.04053033552372912,0.3120944304154505,0.6473752340608204
@Apollynn TRUE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Wowee Clap,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@honamSUN Hey bud,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Clap2 PepegaShake Clap,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@W1NGM4N Mornin W1NGM4N Pog WoweeH WoweeHi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
WoweeC HYPERCLAP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Y'a yeet,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
errr,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PepePls,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@Nuggetbiscuit24 LUL tru. also from return of the king,neither,0.03952985607662478,0.3095350699068341,0.650935074016541
rescue me,neither,0.030927728264656087,0.377130947507585,0.5919413242277588
!setup,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
POGGERS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Wowee HYPERCLAP HYPERWOWEE Clap,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
wooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@feephi Using an emote you don't have FeelsWeirdMan,neither,0.05268179287494204,0.46759550667372207,0.479722700451336
nowheremaggie subscribed with Twitch Prime. They've subscribed for 9 months!,neither,0.017135853092050617,0.3228815153557895,0.6599826315521599
tatPrime Welcome back nowheremaggie tatPrime,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
POGGGGG,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
:),neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@DWolfx Mornin Wolfx POGGERS COGGERS WoweeHi WoweeH HYPERCLAP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yeaaaaaa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Pog,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@honamsun Pogey Wowee tatLove HYPERCLAP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
tatHYPERS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
<---------- Loves Tim,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@honamSUN MORNING <3 Wowee 👉 <3,neither,0.05283876784042269,0.1031882115525248,0.8439730206070525
@youallarebots Wowee HYPERCLAP WoweeH HYPERCLAP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LATE LULW,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@mybevy PepegaShake,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
YERRRRRRRRRRRR,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
What’s in LA?,neither,0.04707128578360104,0.3249805999451863,0.6279481142712127
@Pluxee FeelsOkayMan,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
