text,top_class,hate_speech,offensive_language,neither
ceezRare,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ceezRare,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
yo,offensive_language,0.04010381111145228,0.5271105317972344,0.4327856570913131
TriHard,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
yo,offensive_language,0.04010381111145228,0.5271105317972344,0.4327856570913131
monkaS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Ceez!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hey,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
eyaaaaaaa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
nickmercsLOVE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
luv uuuuu,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yes yes,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
early gang,neither,0.04124693505414197,0.29993186620859696,0.6588211987372611
Ceez,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Aloha Ceez,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ceez brothaaaaaaa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
[+],neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Sup,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
I brushed my teeth now!!,neither,0.025849214612562694,0.4392479696305802,0.534902815756857
yayyyy,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
TwitchCop TwitchCop TwitchCop TwitchCop TwitchCop,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
ceeez,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
I am yours,neither,0.03919276353698253,0.3304656670143715,0.6303415694486459
Fortniteeeee pleaseeee,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
early gang,neither,0.04124693505414197,0.29993186620859696,0.6588211987372611
,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Early gang AYYAYAA,neither,0.04124693505414197,0.29993186620859696,0.6588211987372611
Yoooooooooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
jayrr subscribed at Tier 1. They've subscribed for 43 months!,neither,0.020979406489747283,0.31444563234090006,0.6645749611693528
ceezPP ceezPP ceezPP ceezPP ceezPP ceezPP ceezPP ceezPP ceezPP ceezPP ceezPP ceezPP ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW ceezWW,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
yo,offensive_language,0.04010381111145228,0.5271105317972344,0.4327856570913131
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
IM yours,neither,0.038253600549661426,0.37586446435697063,0.5858819350933681
CEEEEEEEZ ceezP ceezP ceezP ceezP ceezP ceezP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Eskeettttittttt,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
yaaaaaaaaaaaaaa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
hiiiii,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
yooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@michaelapple9 PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
You know why I’m here ceezP ceezP ceezP ceezP ceezP ceezP,neither,0.13253782718611082,0.36118746992855094,0.5062747028853382
Yody,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
How's it going viewage,neither,0.034827248517943006,0.3742167478469281,0.5909560036351289
You’re triggered and you’re trash kid ceezFB2,neither,0.1408463008780662,0.13796524105366137,0.7211884580682724
ragFarmer,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
nickmercsANGRY nickmercsANGRY nickmercsANGRY nickmercsANGRY nickmercsANGRY nickmercsANGRY nickmercsANGRY,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Hi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
